category,task,value,date,day
health,Run 3.75 miles,3,2016/06/20,friday
personal,Regional meeting,3,2016/06/20,friday
personal,Meet with Roofing co,1,2016/06/20,friday
health,whole 30,2,2016/06/27,friday
health,Run 35 mins,3,2016/06/27,friday
pipeline,meet with mike,3,2016/06/27,friday
health,physical master,5,2016/07/04,friday
personal,Tally scrum,3,2016/07/04,friday
health,Run 25 mins,3,2016/07/04,friday
career_development,create scrum page ,3,2016/07/04,friday
pipeline,change pipeline to processing,2,2016/07/04,friday
pipeline,clean up client file filter,2,2016/07/04,friday
pipeline,add email statuses to lo dashboard,3,2016/07/04,friday
pipeline,Fix mailer submitted spec,2,2016/07/04,friday
pipeline,Add timestamp to lo status,3,2016/07/04,friday
health,Wake up @ 6am,2,2016/07/11,friday
health,in bed at 10pm ,2,2016/07/11,friday
health,No fap,2,2016/07/11,friday
pipeline,Prospect stuff,20,2016/07/18,friday
health,in bed at 10pm ,2,2016/07/18,friday
health,Wake up @ 6am,2,2016/07/18,friday
health,No fap,2,2016/07/18,friday
health,Wake up @ 6am,2,2016/07/25,friday
snowmass,Respnod to Renter,2,2016/07/25,friday
board,Print Organize MWSP board Stuff,2,2016/07/25,friday
personal,Respnod to Diana,3,2016/07/25,friday
personal,Text Joel,2,2016/07/25,friday
personal,Email Chris about rates,2,2016/07/25,friday
personal,Text Joey,2,2016/07/25,friday
personal,Make Jerky round 2,3,2016/07/25,friday
personal,Back up computer,2,2016/07/25,friday
fcfs,mike meeting,3,2016/07/25,friday
fcfs,watch app video,2,2016/08/01,friday
fcfs,book maxwell demo,2,2016/08/01,friday
personal,Personal Finances,2,2016/08/01,friday
snowmass,pack for snowmass,2,2016/08/01,friday
health,Organize pills,2,2016/08/01,friday
health,Mt bike,5,2016/08/01,friday
personal,Text Karan back,2,2016/08/01,friday
personal,Set up serice code alarm,2,2016/08/01,friday
personal,Respnod to Angela,2,2016/08/01,friday
snowmass,Pay moving deposit,2,2016/08/01,friday
health,No fap,2,2016/08/01,friday
health,wake up @ 6am,2,2016/08/01,friday
personal,Net gear security update,3,2016/08/01,friday
personal,Back up computer,2,2016/08/01,friday
health,Ragnar run,15,2016/08/08,friday
personal,Papa Seb day (Cave of the Winds),8,2016/08/15,friday
personal,Clean fish tank,3,2016/08/15,friday
personal,Clean closet,3,2016/08/15,friday
health,wake up @ 6am,2,2016/08/15,friday
health,No fap,2,2016/08/15,friday
health,in bed at 10pm ,2,2016/08/15,friday
health,meditate,2,2016/08/15,friday
fcfs,Reply to maxwell guy,2,2016/08/15,friday
health,wake up @ 6am,2,2016/08/22,friday
health,No fap,2,2016/08/22,friday
health,in bed at 10pm ,2,2016/08/22,friday
health,meditate,2,2016/08/22,friday
health,Lift,3,2016/08/22,friday
health,Whole 30,2,2016/08/22,friday
health,Run 2.5 miles,2,2016/08/22,friday
personal,Text Joey,2,2016/08/22,friday
pipeline,set up call with Luke,2,2016/08/22,friday
pipeline,Reach out to Keith,2,2016/08/22,friday
career_development,Mike emails,3,2016/08/22,friday
pipeline,Thank you note keith,2,2016/08/22,friday
pipeline,talk to karin,1,2016/08/22,friday
pipeline,Reach out Cary,2,2016/08/22,friday
snowmass,Fill out window paper work,3,2016/08/22,friday
health,No fap,2,2016/08/29,friday
health,in bed at 10pm ,2,2016/08/29,friday
pipeline,Coffee with Paresh,2,2016/08/29,friday
fcfs,Mike meeting # 2,3,2016/08/29,friday
personal,trash,2,2016/09/05,friday
personal,Pay Noe,2,2016/09/05,friday
personal,pay jessica,2,2016/09/05,friday
board,rehears board speech,3,2016/09/05,friday
board,back to school night,5,2016/09/05,friday
fcfs,meet with mike,2,2016/09/05,friday
health,Run 5 Miles,5,2016/09/05,friday
health,Meditate ,5,2016/09/05,friday
health,wake up @ 6am,2,2016/09/05,friday
personal,Gj trip,5,2016/09/12,friday
personal,Prepare for GJ,8,2016/09/12,friday
personal,Look at winter park lessons text Cary,2,2016/09/12,friday
health,wake up @ 6am,2,2016/09/12,friday
health,in bed at 10pm,2,2016/09/12,friday
health,No fap,2,2016/09/12,friday
career_development,heade logo,5,2016/09/19,friday
career_development,Homepage images and links,5,2016/09/19,friday
career_development,csss and html framework for projects,5,2016/09/19,friday
career_development,Responsive website,8,2016/09/19,friday
health,wake up @ 6am,2,2016/09/19,friday
fcfs,meet with mike,3,2016/09/26,friday
fcfs,up fcfs staging plan,2,2016/09/26,friday
fcfs,renwe ssl for FCFS,2,2016/09/26,friday
pipeline,respond to bill and liz,2,2016/09/26,friday
pipeline,pay mike,2,2016/09/26,friday
personal,deposti check,2,2016/09/26,friday
personal,return redbox,2,2016/09/26,friday
personal,trash ,1,2016/09/26,friday
personal,Follow up with Jay,2,2016/09/26,friday
personal,call logan ,1,2016/09/26,friday
personal,pay pest control,3,2016/09/26,friday
personal,grocery store,2,2016/09/26,friday
personal,menu,2,2016/09/26,friday
personal,vegas wedding,10,2016/09/26,friday
personal,clean fish tank,2,2016/09/26,friday
snowmass,email renee,2,2016/09/26,friday
board,respond to board,2,2016/09/26,friday
health,No fap,2,2016/09/26,friday
health,"Run 3 miles, 50 push ups, 50 squeezers",4,2016/09/26,friday
personal,buy envelopes and sticky notes,2,2016/10/03,friday
personal,pick up mail,2,2016/10/03,friday
personal,Laundry,2,2016/10/03,friday
personal,Pay noe,2,2016/10/03,friday
personal,Call pest control,2,2016/10/03,friday
personal,call dad about install,1,2016/10/03,friday
snowmass,Email renee about install,2,2016/10/03,friday
fcfs,Amy mailer,3,2016/10/03,friday
fcfs,Paul mailer dv2,3,2016/10/03,friday
health,Mediate,2,2016/10/03,friday
health,Run 3 miles,3,2016/10/03,friday
health,wake up @ 6am,2,2016/10/03,friday
health,No fap,2,2016/10/03,friday
pipeline,lunch with Karan,3,2016/10/10,friday
health,wake up @ 6am,2,2016/10/10,friday
health,in bed at 10pm,2,2016/10/10,friday
health,No fap,2,2016/10/10,friday
personal,Post office,2,2016/10/10,friday
health,spiritual mastery,3,2016/10/10,friday
career_development,Add legend to scrum,5,2016/10/10,friday
career_development,active button default,5,2016/10/10,friday
health,Meditate ,2,2016/10/17,friday
health,wake up @ 6am,2,2016/10/17,friday
health,in bed at 10pm,2,2016/10/17,friday
board,email amy about meeting,3,2016/10/17,friday
fcfs,Chris Dunne application,2,2016/10/17,friday
health,Meditate ,2,2016/10/24,friday
health,wake up @ 6am,2,2016/10/24,friday
health,in bed at 10pm,2,2016/10/24,friday
personal,Meditate ,2,2016/10/24,friday
personal,Move back into floyd,5,2016/10/24,friday
fcfs,Email eliot pr for specs,2,2016/10/24,friday
board,Email Lisa about meeting,2,2016/10/31,friday
personal,Deposit reimbursement check,2,2016/10/31,friday
personal,Respond to Eliot,3,2016/10/31,friday
personal,Parent teacher conferences,3,2016/10/31,friday
fcfs,clean up office,3,2016/11/07,friday
fcfs,Meet with Mike,5,2016/11/07,friday
fcfs,set up page one copy write,5,2016/11/07,friday
board,Meet with Amy and Lisa,3,2016/11/07,friday
health,wake up @ 6am,2,2016/11/07,friday
health,No fap,2,2016/11/07,friday
personal,Meet with Mitch,2,2016/11/14,friday
personal,Charge fit bit,1,2016/11/14,friday
personal,Download amazon prime,1,2016/11/14,friday
personal,Reach out to thursdaydaysdaynder river,2,2016/11/14,friday
personal,call karan,1,2016/11/14,friday
personal,Deposit check,2,2016/11/14,friday
personal,Text Joe,1,2016/11/14,friday
personal,Get allowance from seb,1,2016/11/14,friday
personal,Audible credits,2,2016/11/14,friday
fcfs,Parallex scrolling with contetn,5,2016/11/14,friday
fcfs,Email Eliot about CD,3,2016/11/14,friday
fcfs,Create maintenance setion in basecamp,2,2016/11/14,friday
fcfs,Type up content of webstie,3,2016/11/14,friday
fcfs,Set up mailer CD code,5,2016/11/14,friday
personal,Trash,2,2016/11/21,friday
personal,Set up biometric screening,2,2016/11/21,friday
fcfs,Setup mike eliot meeting,2,2016/11/21,friday
health,Adina nike,5,2016/11/21,friday
health,No fap,2,2016/11/21,friday
health,No fap,2,2016/11/28,friday
fcfs,capitlize y axis,3,2016/11/28,friday
fcfs,email paresh about backups,2,2016/11/28,friday
fcfs,Fix 11 months ago,2,2016/11/28,friday
fcfs,Prospsect commision rate by lo,5,2016/11/28,friday
fcfs,Make y axis label bigger,3,2016/11/28,friday
fcfs,Transaition from zero,3,2016/11/28,friday
fcfs,Make labels bigger,2,2016/11/28,friday
snowmass,folow up with HD,2,2016/11/28,friday
personal,car wash,2,2016/11/28,friday
health,No fap,2,2016/12/05,friday
health,Sai maa,20,2016/12/05,friday
personal,Gift for teachers,2,2016/12/12,friday
fcfs,Fix scroll issue,5,2016/12/12,friday
fcfs,Hang up white board,3,2016/12/12,friday
fcfs,Follw up with dilse,2,2016/12/12,friday
fcfs,Meet with Mike,5,2016/12/12,friday
fcfs,Finalize plans with Luke,2,2016/12/12,friday
fcfs,Disable scroll,3,2016/12/12,friday
health,wake up @ 6am,2,2016/12/12,friday
health,in bed at 10pm,2,2016/12/12,friday
health,Mental Mastery,5,2017/01/02,friday
health,GVT Legs,4,2017/01/02,friday
fcfs,Meet with Mike and Luke,5,2017/01/02,friday
board,June P&L,3,2017/01/09,friday
board,July P&L,3,2017/01/09,friday
health,GVT Shoulders / Arms,4,2017/01/09,friday
personal,call Addison Auto,2,2017/01/09,friday
personal,Text Joel Back,1,2017/01/09,friday
personal,Pay Eliot,2,2017/01/09,friday
personal,Personal Finance,2,2017/01/09,friday
personal,Research eliot payment,5,2017/01/09,friday
fcfs,Email Paresh about scanner,2,2017/01/09,friday
fcfs,Request Floify Demo,1,2017/01/09,friday
fcfs,Update basecamp,2,2017/01/09,friday
fcfs,cancel webcaster,5,2017/01/09,friday
snowmass,Email Renee,2,2017/01/16,friday
snowmass,Call HD about windows,2,2017/01/16,friday
board,ask mary for docs,2,2017/01/16,friday
board,Email Stephan Financials,2,2017/01/16,friday
personal,Pack and prepare for skiing,3,2017/01/16,friday
personal,Hair Cut,2,2017/01/16,friday
personal,Address in address book,2,2017/01/16,friday
personal,Adina Present,3,2017/01/16,friday
personal,Rock tumblr sand,2,2017/01/16,friday
personal,Proof of iminizations ,2,2017/01/16,friday
personal,Call George Seachrist,2,2017/01/16,friday
personal,Oil Change,3,2017/01/16,friday
fcfs,Change orientation of image on page,2,2017/01/16,friday
fcfs,Follow up with Mindy,3,2017/01/16,friday
fcfs,Meet with mike,2,2017/01/16,friday
fcfs,Create trent peaker,2,2017/01/16,friday
fcfs,Add archieved to basecamp,1,2017/01/23,friday
fcfs,Add borrower paid to basecamp,1,2017/01/23,friday
personal,prep for skiing,3,2017/01/30,friday
personal,Call eye doctor,3,2017/01/30,friday
personal,Call vet,2,2017/01/30,friday
one_dataset,if statements for bar graph,3,2017/01/30,friday
one_dataset,Email eliot about if statements,2,2017/01/30,friday
health,GVT Shoulders / Arms,4,2017/01/30,friday
fcfs,check analytics,2,2017/01/30,friday
fcfs,Reach out to Chris about point update,2,2017/01/30,friday
fcfs,Set up realtor site,3,2017/01/30,friday
health,no fap,2,2017/02/06,friday
snowmass,Call Kimberly at HD,2,2017/02/06,friday
board,Respond to Rates,1,2017/02/06,friday
board,Respond to Mary,1,2017/02/06,friday
board,Respon to Survey,2,2017/02/06,friday
one_dataset,Draft Blog 3,3,2017/02/06,friday
one_dataset,Sort horizontal bar,5,2017/02/06,friday
fcfs,Respond to Luke,3,2017/02/06,friday
fcfs,Respond to Mike,1,2017/02/06,friday
personal,Print MSWP invoice,1,2017/02/06,friday
personal,MSD interview,3,2017/02/06,friday
personal,Pack for skiing,3,2017/02/06,friday
personal,Personal finances,3,2017/02/13,friday
personal,Calc student loans,3,2017/02/13,friday
personal,Pay Amex,2,2017/02/13,friday
personal,Laundry,2,2017/02/13,friday
personal,Book and cancel move,3,2017/02/13,friday
health,no fap,2,2017/02/13,friday
fcfs,borrower paid calcs,5,2017/02/20,friday
fcfs,Get prospect to processing pass,3,2017/02/20,friday
fcfs,Fix exsisting specs,3,2017/02/20,friday
fcfs,Borrower Pid validation email to eliot,5,2017/02/20,friday
personal,Pay medical bill,2,2017/02/20,friday
one_dataset,Reach out to Swami Ji,3,2017/02/20,friday
health,Orange theory,4,2017/02/20,friday
health,No fap,2,2017/02/20,friday
snowmass,call logan,3,2017/02/20,friday
snowmass,call kimberly at HD,2,2017/02/20,friday
fcfs,Make edits to lo recruiting page,3,2017/02/27,friday
fcfs,Compile stats for LO recruting,3,2017/02/27,friday
fcfs,Remove LO recruiing phase one,3,2017/02/27,friday
fcfs,Meet with Paul,3,2017/02/27,friday
fcfs,Flannel shirt guy,3,2017/02/27,friday
fcfs,Prepare second phase of LO recruting,5,2017/02/27,friday
personal,Research pay off and pay,3,2017/02/27,friday
one_dataset,update links in blog post,3,2017/02/27,friday
one_dataset,Finalize blog post and post,3,2017/02/27,friday
one_dataset,Blog post dv1,3,2017/02/27,friday
one_dataset,Blog Post dv2,3,2017/02/27,friday
one_dataset,Radial bar base summit,5,2017/02/27,friday
personal,set up mouse and keyboard,2,2017/03/06,friday
personal,Time machin backup ,3,2017/03/06,friday
personal,Chop and Pick up Rose bushes,8,2017/03/06,friday
personal,Hange light,5,2017/03/06,friday
personal,set up new computer,5,2017/03/06,friday
health,Orange theory,5,2017/03/06,friday
health,No fap,2,2017/03/06,friday
fcfs,Mike Meeting,3,2017/03/13,friday
personal,Email Bruce,3,2017/03/13,friday
personal,Taxes,8,2017/03/13,friday
Health,No Fap,2,2017/03/13,friday
one_dataset,Radial Lolipop Blog post dv1,3,2017/03/13,friday
personal,trash,2,2017/03/20,friday
personal,Sun screen toileties books,3,2017/03/20,friday
personal,Orkin,2,2017/03/20,friday
personal,Finalize Nanny Contract,3,2017/03/20,friday
personal,Prep for dog watcher,3,2017/03/20,friday
personal,Order OCR book,2,2017/03/20,friday
personal,Taxes,5,2017/03/20,friday
personal,Hair cut,2,2017/03/20,friday
personal,Personal finances,3,2017/03/20,friday
personal,Upate movies,2,2017/03/20,friday
personal,Text dog watcher,2,2017/03/20,friday
personal,Send Mike coaching link and email stephanie,3,2017/03/20,friday
health,Orange Theory,5,2017/03/20,friday
snowmass,Text Renee,2,2017/03/20,friday
snowmass,Call pest control,2,2017/03/20,friday
fcfs,Loan objection Deadline Emai body,3,2017/03/20,friday
fcfs,Reply to Chris,2,2017/03/20,friday
fcfs,Loan objection deadline test,3,2017/03/20,friday
fcfs,Resolve invocies,3,2017/03/20,friday
fcfs,Remove title and real estate from setup,5,2017/04/03,friday
fcfs,Fix loan objection dl email,3,2017/04/03,friday
personal,Party with a purpose tickets,2,2017/04/03,friday
personal,Return Seb skis,2,2017/04/03,friday
board,party with a purpose,5,2017/04/03,friday
one_dataset,Scatter plot blog post final,2,2017/04/03,friday
one_dataset,Bubbles v2,3,2017/04/03,friday
one_dataset,Bubbles dv3,3,2017/04/03,friday
health,Run,2,2017/04/03,friday
fcfs,Birthday in notifications in dashbaord,8,2017/04/10,friday
fcfs,Anniversary DV2,5,2017/04/10,friday
fcfs,Meet with Mike,3,2017/04/10,friday
fcfs,Annivesary list DV1,5,2017/04/10,friday
fcfs,Password reset,5,2017/04/10,friday
personal,Walk frazz,2,2017/04/10,friday
personal,Prepare for snowmass,5,2017/04/10,friday
personal,Call back tree trimmer,2,2017/04/10,friday
health,Orange Theory,5,2017/04/10,friday
health,No fap,2,2017/04/10,friday
personal,Pheonix,10,2017/04/17,friday
personal,Print invoices,2,2017/05/01,friday
personal,Meet with Alfonso,2,2017/05/01,friday
personal,Set up oil change,3,2017/05/01,friday
personal,Personal finances,3,2017/05/01,friday
personal,Laundry,3,2017/05/01,friday
personal,Pay Student Loans,3,2017/05/01,friday
personal,Tree Trimmers,2,2017/05/01,friday
personal,Water Plant,1,2017/05/01,friday
personal,Call Luke back,2,2017/05/01,friday
fcfs,update basecamp,2,2017/05/01,friday
fcfs,Email Mike about Happie,2,2017/05/01,friday
fcfs,Reschedule Happie,2,2017/05/01,friday
fcfs,Talk to paresh,3,2017/05/01,friday
fcfs,Email Chris Pazzella,2,2017/05/01,friday
fcfs,Email Network,3,2017/05/01,friday
fcfs,Update LO recruiting,2,2017/05/01,friday
board,email lisa,3,2017/05/01,friday
fcfs,Upadte linked url,2,2017/05/01,friday
fcfs,Email abour resort data,2,2017/05/01,friday
fcfs,Edit profile home page,5,2017/05/01,friday
fcfs,Tweet Blog post,3,2017/05/01,friday
fcfs,meet with Mike,3,2017/05/08,friday
fcfs,Loan lock after 1 week,5,2017/05/08,friday
fcfs,Follow up with Paresh about backup pricing,3,2017/05/08,friday
personal,Alignment,3,2017/05/08,friday
fcfs,Send Job post to Happie,3,2017/05/15,friday
personal,Workout dates with Adina,3,2017/05/15,friday
personal,call mom,2,2017/05/15,friday
personal,Measure ceiling,2,2017/05/15,friday
health,massage,3,2017/05/15,friday
health,Orange Theoruy,5,2017/05/15,friday
one_dataset,gather s&p 500 data,3,2017/05/15,friday
one_dataset,explore business plan,3,2017/05/15,friday
one_dataset,data viz site v1,5,2017/05/22,friday
health,breathing and gratitude,5,2017/05/22,friday
health,massage,2,2017/05/22,friday
health,Orange Theoruy,5,2017/05/22,friday
one_dataset,coaching call,3,2017/05/29,friday
personal,Water plant,1,2017/05/29,friday
personal,water garden,2,2017/06/05,friday
personal,Rei,3,2017/06/05,friday
personal,call jerry,3,2017/06/05,friday
personal,Get camping gear,5,2017/06/05,friday
personal,Determin camping locations,3,2017/06/05,friday
personal,Pack for camping,3,2017/06/05,friday
personal,Dog food,2,2017/06/05,friday
one_dataset,Add lgog work on dropdowns,5,2017/06/05,friday
one_dataset,Work on Side bar responsive,5,2017/06/05,friday
one_dataset,Eliot call,3,2017/06/05,friday
